037 0.06	 0.06	 0.06	 0.06	 0.06	 0.06	 0.06	 0.06	 0.06	 0.06	 0.06	 0.06	 alley_1/frame_0038.png
038 0.08	 0.07	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 alley_1/frame_0039.png
039 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 alley_1/frame_0040.png
040 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 alley_1/frame_0041.png
041 0.21	 0.22	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 alley_1/frame_0042.png
042 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 alley_1/frame_0043.png
043 0.28	 0.29	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 alley_1/frame_0044.png
044 0.29	 0.34	 0.35	 0.29	 0.29	 0.29	 0.29	 0.29	 0.29	 0.29	 0.29	 0.29	 alley_1/frame_0045.png
045 0.26	 0.28	 0.27	 0.27	 0.27	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 alley_1/frame_0046.png
046 0.26	 0.25	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 alley_1/frame_0047.png
047 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 alley_1/frame_0048.png
048 0.16	 0.15	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 alley_1/frame_0049.png
049 0.07	 0.07	 0.07	 0.07	 0.07	 0.07	 0.07	 0.07	 0.07	 0.07	 0.07	 0.07	 alley_2/frame_0001.png
050 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 0.08	 alley_2/frame_0002.png
051 0.10	 0.10	 0.11	 0.10	 0.10	 0.10	 0.10	 0.10	 0.10	 0.10	 0.10	 0.10	 alley_2/frame_0003.png
052 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 alley_2/frame_0004.png
053 0.09	 0.09	 0.09	 0.09	 0.09	 0.09	 0.09	 0.09	 0.09	 0.09	 0.09	 0.09	 alley_2/frame_0005.png
054 0.12	 0.15	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 0.12	 alley_2/frame_0006.png
055 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 0.13	 alley_2/frame_0007.png
056 0.18	 0.17	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 alley_2/frame_0008.png
057 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 alley_2/frame_0009.png
058 0.16	 0.17	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 alley_2/frame_0010.png
059 0.16	 0.14	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 alley_2/frame_0011.png
060 0.19	 0.18	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 alley_2/frame_0012.png
061 0.21	 0.22	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 0.21	 alley_2/frame_0013.png
062 0.23	 0.27	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 alley_2/frame_0014.png
063 0.25	 0.27	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 alley_2/frame_0015.png
064 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 alley_2/frame_0016.png
065 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 alley_2/frame_0017.png
066 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 alley_2/frame_0018.png
067 0.23	 0.22	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 alley_2/frame_0019.png
068 0.27	 0.30	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 alley_2/frame_0020.png
069 0.18	 0.19	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 alley_2/frame_0021.png
070 0.17	 0.21	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 alley_2/frame_0022.png
071 0.19	 0.21	 0.21	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 0.19	 alley_2/frame_0023.png
072 0.18	 0.20	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 alley_2/frame_0024.png
073 0.18	 0.21	 0.21	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 alley_2/frame_0025.png
074 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 alley_2/frame_0026.png
075 0.26	 0.29	 0.29	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 alley_2/frame_0027.png
076 0.15	 0.17	 0.17	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 alley_2/frame_0028.png
077 0.20	 0.21	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 alley_2/frame_0029.png
078 0.17	 0.22	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 alley_2/frame_0030.png
079 0.25	 0.27	 0.29	 0.27	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 alley_2/frame_0031.png
080 0.30	 0.26	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 alley_2/frame_0032.png
081 0.26	 0.27	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 alley_2/frame_0033.png
082 0.26	 0.29	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 alley_2/frame_0034.png
083 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 alley_2/frame_0035.png
084 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 0.30	 alley_2/frame_0036.png
085 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 0.26	 alley_2/frame_0037.png
086 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 alley_2/frame_0038.png
087 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 0.17	 alley_2/frame_0039.png
088 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 0.16	 alley_2/frame_0040.png
089 0.15	 0.16	 0.17	 0.16	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 alley_2/frame_0041.png
090 0.15	 0.16	 0.16	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 0.15	 alley_2/frame_0042.png
091 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 0.23	 alley_2/frame_0043.png
092 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 0.27	 alley_2/frame_0044.png
093 0.25	 0.32	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 0.25	 alley_2/frame_0045.png
094 0.20	 0.20	 0.21	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 0.20	 alley_2/frame_0046.png
095 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 0.28	 alley_2/frame_0047.png
096 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 0.24	 alley_2/frame_0048.png
097 0.18	 0.19	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 0.18	 alley_2/frame_0049.png
098 8.47	 7.31	 7.45	 7.57	 8.27	 8.47	 8.47	 8.47	 8.47	 8.47	 8.47	 8.47	 ambush_2/frame_0001.png
099 10.11	 10.65	 10.80	 10.12	 10.11	 10.11	 10.11	 10.11	 10.11	 10.11	 10.11	 10.11	 ambush_2/frame_0002.png
100 12.55	 13.21	 12.86	 12.68	 12.68	 12.55	 12.55	 12.55	 12.55	 12.55	 12.55	 12.55	 ambush_2/frame_0003.png
101 11.17	 11.53	 11.10	 11.05	 11.05	 11.05	 11.13	 11.13	 11.17	 11.17	 11.17	 11.17	 ambush_2/frame_0004.png
102 12.16	 11.29	 12.50	 12.17	 12.16	 12.16	 12.16	 12.16	 12.16	 12.16	 12.16	 12.16	 ambush_2/frame_0005.png
103 23.13	 19.18	 17.77	 17.95	 17.90	 18.48	 19.73	 19.73	 21.00	 23.13	 23.13	 23.13	 ambush_2/frame_0006.png
104 11.89	 9.88	 11.94	 11.89	 11.89	 11.89	 11.89	 11.89	 11.89	 11.89	 11.89	 11.89	 ambush_2/frame_0007.png
105 8.14	 7.80	 7.97	 7.97	 7.97	 7.98	 7.98	 7.99	 8.00	 8.14	 8.14	 8.14	 ambush_2/frame_0008.png
106 11.70	 11.33	 11.61	 11.70	 11.70	 11.70	 11.70	 11.70	 11.70	 11.70	 11.70	 11.70	 ambush_2/frame_0009.png
107 22.34	 29.02	 37.65	 20.34	 20.15	 21.55	 21.76	 22.29	 22.17	 22.34	 22.34	 22.34	 ambush_2/frame_0010.png
108 23.72	 33.17	 33.56	 24.73	 23.25	 23.10	 23.73	 23.72	 23.72	 23.72	 23.72	 23.72	 ambush_2/frame_0011.png
109 32.86	 81.04	 30.55	 33.03	 32.85	 32.96	 32.88	 32.86	 32.86	 32.86	 32.86	 32.86	 ambush_2/frame_0012.png
110 50.67	 62.37	 49.27	 50.67	 50.67	 50.67	 50.67	 50.67	 50.67	 50.67	 50.67	 50.67	 ambush_2/frame_0013.png
111 65.01	 67.69	 66.81	 65.01	 65.01	 65.01	 65.01	 65.01	 65.01	 65.01	 65.01	 65.01	 ambush_2/frame_0014.png
112 64.98	 64.74	 64.49	 64.48	 64.64	 64.73	 64.98	 64.98	 64.98	 64.98	 64.98	 64.98	 ambush_2/frame_0015.png
113 9.87	 11.06	 9.88	 9.87	 9.87	 9.87	 9.87	 9.87	 9.87	 9.87	 9.87	 9.87	 ambush_2/frame_0016.png
114 4.82	 4.26	 3.75	 3.98	 4.42	 4.42	 4.42	 4.72	 4.82	 4.82	 4.82	 4.82	 ambush_2/frame_0017.png
115 2.96	 4.78	 4.78	 3.52	 3.53	 3.51	 2.96	 2.96	 2.96	 2.96	 2.96	 2.96	 ambush_2/frame_0018.png
116 3.91	 4.87	 3.59	 4.59	 3.93	 3.91	 3.91	 3.91	 3.91	 3.91	 3.91	 3.91	 ambush_2/frame_0019.png
117 6.87	 7.06	 7.23	 7.06	 6.85	 6.87	 6.87	 6.87	 6.87	 6.87	 6.87	 6.87	 ambush_2/frame_0020.png
118 5.60	 5.60	 5.60	 5.60	 5.60	 5.60	 5.60	 5.60	 5.60	 5.60	 5.60	 5.60	 ambush_4/frame_0001.png
119 5.06	 6.45	 5.06	 5.06	 5.06	 5.06	 5.06	 5.06	 5.06	 5.06	 5.06	 5.06	 ambush_4/frame_0002.png
120 7.92	 7.92	 7.92	 7.92	 7.92	 7.92	 7.92	 7.92	 7.92	 7.92	 7.92	 7.92	 ambush_4/frame_0003.png
121 77.23	 64.76	 78.64	 77.18	 77.23	 77.23	 77.23	 77.23	 77.23	 77.23	 77.23	 77.23	 ambush_4/frame_0004.png
122 91.35	 91.24	 91.35	 91.35	 91.35	 91.35	 91.35	 91.35	 91.35	 91.35	 91.35	 91.35	 ambush_4/frame_0005.png
123 43.69	 35.38	 43.34	 43.69	 43.69	 43.69	 43.69	 43.69	 43.69	 43.69	 43.69	 43.69	 ambush_4/frame_0006.png
124 54.09	 52.78	 54.19	 54.08	 54.09	 54.09	 54.09	 54.09	 54.09	 54.09	 54.09	 54.09	 ambush_4/frame_0007.png
125 36.98	 39.58	 37.13	 37.57	 37.44	 36.98	 36.98	 36.98	 36.98	 36.98	 36.98	 36.98	 ambush_4/frame_0008.png
126 22.60	 25.30	 24.89	 22.48	 22.61	 22.53	 22.60	 22.60	 22.60	 22.60	 22.60	 22.60	 ambush_4/frame_0009.png
127 22.51	 22.74	 21.92	 22.37	 22.13	 22.43	 22.51	 22.51	 22.51	 22.51	 22.51	 22.51	 ambush_4/frame_0010.png
128 13.24	 13.94	 13.77	 13.40	 13.50	 13.24	 13.24	 13.24	 13.24	 13.24	 13.24	 13.24	 ambush_4/frame_0011.png
129 13.82	 14.40	 14.43	 13.61	 13.82	 13.82	 13.82	 13.82	 13.82	 13.82	 13.82	 13.82	 ambush_4/frame_0012.png
130 12.55	 14.44	 11.81	 11.52	 11.26	 12.20	 12.54	 12.55	 12.55	 12.55	 12.55	 12.55	 ambush_4/frame_0013.png
131 6.53	 7.07	 5.98	 6.07	 6.05	 6.09	 6.29	 6.52	 6.53	 6.53	 6.53	 6.53	 ambush_4/frame_0014.png
132 6.44	 6.30	 6.35	 6.42	 6.44	 6.44	 6.44	 6.44	 6.44	 6.44	 6.44	 6.44	 ambush_4/frame_0015.png
133 9.28	 8.97	 9.27	 9.28	 9.28	 9.28	 9.28	 9.28	 9.28	 9.28	 9.28	 9.28	 ambush_4/frame_0016.png
134 8.46	 8.69	 8.23	 8.46	 8.46	 8.46	 8.46	 8.46	 8.46	 8.46	 8.46	 8.46	 ambush_4/frame_0017.png
135 6.26	 5.71	 6.26	 6.26	 6.26	 6.26	 6.26	 6.26	 6.26	 6.26	 6.26	 6.26	 ambush_4/frame_0018.png
136 4.41	 5.54	 5.01	 5.05	 5.06	 4.41	 4.41	 4.41	 4.41	 4.41	 4.41	 4.41	 ambush_4/frame_0019.png
137 3.96	 4.71	 4.19	 3.94	 3.96	 3.96	 3.96	 3.96	 3.96	 3.96	 3.96	 3.96	 ambush_4/frame_0020.png
138 5.29	 5.45	 5.29	 5.29	 5.29	 5.29	 5.29	 5.29	 5.29	 5.29	 5.29	 5.29	 ambush_4/frame_0021.png
139 2.79	 3.15	 2.82	 2.79	 2.79	 2.79	 2.79	 2.79	 2.79	 2.79	 2.79	 2.79	 ambush_4/frame_0022.png
140 5.15	 4.46	 5.30	 5.24	 5.15	 5.15	 5.15	 5.15	 5.15	 5.15	 5.15	 5.15	 ambush_4/frame_0023.png
141 3.59	 3.68	 3.59	 3.59	 3.59	 3.59	 3.59	 3.59	 3.59	 3.59	 3.59	 3.59	 ambush_4/frame_0024.png
142 2.72	 3.88	 3.35	 2.61	 2.83	 2.75	 2.71	 2.72	 2.72	 2.72	 2.72	 2.72	 ambush_4/frame_0025.png
143 7.89	 11.32	 8.01	 7.89	 7.89	 7.89	 7.89	 7.89	 7.89	 7.89	 7.89	 7.89	 ambush_4/frame_0026.png
144 22.22	 23.78	 22.82	 22.36	 22.22	 22.22	 22.22	 22.22	 22.22	 22.22	 22.22	 22.22	 ambush_4/frame_0027.png
145 25.58	 25.38	 26.03	 25.57	 25.59	 25.58	 25.58	 25.58	 25.58	 25.58	 25.58	 25.58	 ambush_4/frame_0028.png
146 22.72	 23.18	 23.01	 22.72	 22.72	 22.72	 22.72	 22.72	 22.72	 22.72	 22.72	 22.72	 ambush_4/frame_0029.png
147 14.45	 14.65	 14.84	 14.45	 14.45	 14.45	 14.45	 14.45	 14.45	 14.45	 14.45	 14.45	 ambush_4/frame_0030.png
148 7.87	 7.06	 7.83	 7.87	 7.87	 7.87	 7.87	 7.87	 7.87	 7.87	 7.87	 7.87	 ambush_4/frame_0031.png
149 4.18	 7.01	 4.53	 4.19	 4.17	 4.18	 4.18	 4.18	 4.18	 4.18	 4.18	 4.18	 ambush_4/frame_0032.png
150 1.40	 1.90	 1.48	 1.40	 1.41	 1.39	 1.40	 1.40	 1.40	 1.40	 1.40	 1.40	 ambush_5/frame_0001.png
151 1.48	 1.54	 1.50	 1.48	 1.48	 1.48	 1.48	 1.48	 1.48	 1.48	 1.48	 1.48	 ambush_5/frame_0002.png
152 1.17	 1.81	 1.26	 1.21	 1.17	 1.15	 1.17	 1.17	 1.17	 1.17	 1.17	 1.17	 ambush_5/frame_0003.png
153 1.07	 1.12	 1.15	 1.04	 1.07	 1.07	 1.07	 1.07	 1.07	 1.07	 1.07	 1.07	 ambush_5/frame_0004.png
154 0.65	 0.65	 0.64	 0.64	 0.65	 0.65	 0.65	 0.65	 0.65	 0.65	 0.65	 0.65	 ambush_5/frame_0005.png
155 0.68	 0.75	 0.76	 0.68	 0.68	 0.68	 0.68	 0.68	 0.68	 0.68	 0.68	 0.68	 ambush_5/frame_0006.png
156 0.78	 0.94	 0.81	 0.78	 0.78	 0.78	 0.78	 0.78	 0.78	 0.78	 0.78	 0.78	 ambush_5/frame_0007.png
157 0.75	 1.16	 0.79	 0.75	 0.75	 0.75	 0.75	 0.75	 0.75	 0.75	 0.75	 0.75	 ambush_5/frame_0008.png
158 0.86	 0.94	 0.87	 0.86	 0.86	 0.86	 0.86	 0.86	 0.86	 0.86	 0.86	 0.86	 ambush_5/frame_0009.png
159 0.89	 0.89	 0.89	 0.89	 0.89	 0.89	 0.89	 0.89	 0.89	 0.89	 0.89	 0.89	 ambush_5/frame_0010.png
160 1.70	 1.82	 1.72	 1.71	 1.70	 1.70	 1.70	 1.70	 1.70	 1.70	 1.70	 1.70	 ambush_5/frame_0011.png
161 1.09	 1.04	 1.08	 1.08	 1.08	 1.09	 1.10	 1.09	 1.09	 1.09	 1.09	 1.09	 ambush_5/frame_0012.png
162 1.66	 1.21	 1.64	 1.63	 1.66	 1.66	 1.66	 1.66	 1.66	 1.66	 1.66	 1.66	 ambush_5/frame_0013.png
163 1.94	 1.82	 1.78	 1.84	 1.94	 1.94	 1.94	 1.94	 1.94	 1.94	 1.94	 1.94	 ambush_5/frame_0014.png
164 1.42	 1.70	 1.35	 1.42	 1.42	 1.42	 1.42	 1.42	 1.42	 1.42	 1.42	 1.42	 ambush_5/frame_0015.png
165 1.18	 1.04	 1.17	 1.18	 1.18	 1.18	 1.18	 1.18	 1.18	 1.18	 1.18	 1.18	 ambush_5/frame_0016.png
166 1.50	 1.17	 1.43	 1.48	 1.49	 1.50	 1.51	 1.52	 1.50	 1.50	 1.50	 1.50	 ambush_5/frame_0017.png
167 1.68	 1.51	 1.46	 1.55	 1.66	 1.67	 1.68	 1.68	 1.68	 1.68	 1.68	 1.68	 ambush_5/frame_0018.png
168 1.73	 1.64	 1.48	 1.72	 1.73	 1.73	 1.73	 1.73	 1.73	 1.73	 1.73	 1.73	 ambush_5/frame_0019.png
169 1.99	 1.83	 1.82	 1.82	 1.85	 1.93	 1.99	 1.99	 1.99	 1.99	 1.99	 1.99	 ambush_5/frame_0020.png
170 2.20	 2.03	 2.13	 2.16	 2.20	 2.20	 2.20	 2.20	 2.20	 2.20	 2.20	 2.20	 ambush_5/frame_0021.png
171 2.52	 2.70	 2.67	 2.36	 2.50	 2.52	 2.52	 2.52	 2.52	 2.52	 2.52	 2.52	 ambush_5/frame_0022.png
172 4.28	 5.11	 4.36	 3.80	 4.22	 4.27	 4.28	 4.28	 4.28	 4.28	 4.28	 4.28	 ambush_5/frame_0023.png
173 2.31	 2.29	 2.26	 2.30	 2.31	 2.31	 2.31	 2.31	 2.31	 2.31	 2.31	 2.31	 ambush_5/frame_0024.png
174 1.40	 1.13	 1.09	 1.38	 1.36	 1.38	 1.39	 1.40	 1.40	 1.40	 1.40	 1.40	 ambush_5/frame_0025.png
175 1.39	 1.73	 1.70	 1.50	 1.46	 1.46	 1.39	 1.39	 1.39	 1.39	 1.39	 1.39	 ambush_5/frame_0026.png
176 1.90	 1.63	 1.90	 1.88	 1.90	 1.90	 1.90	 1.90	 1.90	 1.90	 1.90	 1.90	 ambush_5/frame_0027.png
177 3.30	 3.39	 3.34	 3.32	 3.31	 3.30	 3.30	 3.30	 3.30	 3.30	 3.30	 3.30	 ambush_5/frame_0028.png
178 3.72	 5.87	 3.95	 3.44	 3.79	 3.78	 3.73	 3.75	 3.73	 3.73	 3.72	 3.72	 ambush_5/frame_0029.png
179 5.88	 6.12	 5.88	 5.89	 5.87	 5.88	 5.88	 5.88	 5.88	 5.88	 5.88	 5.88	 ambush_5/frame_0030.png
180 9.65	 10.72	 9.48	 9.49	 9.63	 9.65	 9.65	 9.65	 9.65	 9.65	 9.65	 9.65	 ambush_5/frame_0031.png
181 8.04	 8.64	 8.25	 8.01	 8.03	 8.04	 8.04	 8.04	 8.04	 8.04	 8.04	 8.04	 ambush_5/frame_0032.png
182 7.21	 7.71	 7.50	 7.32	 7.22	 7.21	 7.21	 7.21	 7.21	 7.21	 7.21	 7.21	 ambush_5/frame_0033.png
183 8.08	 9.01	 8.93	 8.86	 8.41	 8.39	 8.08	 8.08	 8.08	 8.08	 8.08	 8.08	 ambush_5/frame_0034.png
184 11.92	 21.24	 20.82	 11.88	 11.92	 11.92	 11.92	 11.92	 11.92	 11.92	 11.92	 11.92	 ambush_5/frame_0035.png
